Other,META,XOM,UNH,TSLA,GOOG,GOOGL,NVDA,AMZN,MSFT,AAPL
25237511559305.95,430394403723.14514,443439360892.18286,452394729251.7896,555290227215.6146,603115219902.2208,606290606308.4119,609208372295.515,1037623309394.1831,2031796354364.9126,2451982353919.6055
